student_id,month,attendance_pct,avg_score,ai_usage_hours,performance_delta,engagement_score
443,Oct,87.25,84.23,3.26,11.88,56.26
443,Nov,86.64,84.99,18.78,12.64,74.51
443,Dec,89.07,84.95,0.87,12.59,54.48
444,Jan,72.52,62.88,8.96,0.2,54.26
444,Feb,72.48,62.61,16.05,-0.07,62.75
444,Mar,74.99,62.54,12.87,-0.14,60.44
444,Apr,75.37,61.59,7.5,-1.08,54.23
444,May,73.67,61.49,5.28,-1.18,50.53
444,Jun,74.6,61.33,7.07,-1.35,53.24
444,Jul,72.75,62.36,6.19,-0.32,51.08
444,Aug,73.83,62.17,11.81,-0.51,58.47
444,Sep,72.98,63.09,12.22,0.41,58.45
444,Oct,72.56,66.73,34.88,4.05,85.39
444,Nov,71.67,66.44,4.95,3.76,48.94
444,Dec,72.88,65.71,10.4,3.03,56.21
445,Jan,84.17,66.97,16.16,-0.16,69.9
445,Feb,83.45,67.41,10.53,0.27,62.71
445,Mar,82.63,67.77,19.46,0.63,72.93
445,Apr,82.72,68.8,4.48,1.66,55.01
445,May,84.72,70.02,23.28,2.88,78.77
445,Jun,83.37,71.64,22.94,4.5,77.55
445,Jul,84.34,72.63,21.96,5.49,76.95
445,Aug,85.17,73.25,7.29,6.11,59.85
445,Sep,84.73,72.6,6.57,5.46,58.72
445,Oct,85.22,75.27,8.37,8.13,61.17
445,Nov,86.61,75.53,3.09,8.39,55.67
445,Dec,87.13,76.53,6.76,9.39,60.39
446,Jan,80.65,67.83,1.92,0.26,50.69
446,Feb,81.45,68.24,11.78,0.66,63.01
446,Mar,80.99,69.88,4.8,2.31,54.35
446,Apr,81.49,73.15,19.07,5.58,71.78
446,May,81.75,72.64,4.49,5.06,54.43
446,Jun,80.87,71.79,3.59,4.22,52.82
446,Jul,81.88,72.83,9.15,5.26,60.1
446,Aug,82.85,72.54,7.91,4.97,59.2
446,Sep,82.04,72.58,5.0,5.01,55.23
446,Oct,82.45,72.79,13.49,5.22,65.66
446,Nov,81.85,72.45,7.46,4.88,58.06
446,Dec,82.71,72.46,3.12,4.88,53.37
447,Jan,74.19,60.08,11.61,0.42,58.45
447,Feb,74.03,59.54,1.43,-0.11,46.13
447,Mar,74.63,60.32,19.02,0.67,67.6
447,Apr,74.14,61.29,0.78,1.64,45.42
447,May,75.82,60.96,1.32,1.31,47.08
447,Jun,76.3,62.0,4.57,2.35,51.27
447,Jul,75.45,62.36,0.51,2.71,45.88
447,Aug,76.21,63.15,11.01,3.5,58.94
447,Sep,76.12,65.65,17.81,5.99,67.05
447,Oct,76.72,65.22,7.92,5.56,55.53
447,Nov,75.63,64.35,7.15,4.7,53.95
447,Dec,75.14,65.22,16.82,5.56,65.27
448,Jan,89.31,74.78,6.16,1.85,60.97
448,Feb,89.35,76.67,8.76,3.73,64.12
448,Mar,88.35,76.66,7.46,3.72,61.96
448,Apr,89.64,76.73,9.48,3.79,65.17
448,May,89.59,75.71,2.63,2.77,56.91
448,Jun,88.63,78.01,16.03,5.07,72.42
448,Jul,87.81,78.58,4.79,5.64,58.44
448,Aug,87.16,78.86,8.7,5.92,62.73
448,Sep,87.44,80.47,6.55,7.53,60.33
448,Oct,87.61,80.91,12.24,7.97,67.25
448,Nov,86.04,81.19,4.28,8.25,56.76
448,Dec,86.53,82.53,30.07,9.6,88.01
449,Jan,68.55,64.49,13.37,0.89,57.17
449,Feb,67.99,64.33,8.7,0.73,51.23
449,Mar,71.14,65.65,17.59,2.05,63.79
449,Apr,73.38,65.03,8.19,1.43,53.86
449,May,73.24,65.13,4.16,1.52,48.94
449,Jun,73.33,66.21,9.88,2.61,55.86
449,Jul,72.35,67.11,12.62,3.51,58.55
449,Aug,71.52,67.61,9.95,4.01,54.86
449,Sep,70.97,70.68,45.23,7.08,96.86
449,Oct,73.31,71.2,13.06,7.6,59.66
449,Nov,73.34,71.55,18.43,7.95,66.12
449,Dec,75.06,72.78,14.1,9.18,61.95
450,Jan,85.14,60.27,5.47,1.31,57.66
450,Feb,85.33,59.79,5.9,0.83,58.28
450,Mar,87.77,61.93,36.29,2.98,96.21
450,Apr,87.58,63.78,15.29,4.83,70.9
450,May,88.63,64.5,5.52,5.55,59.8
450,Jun,90.02,65.18,12.42,6.23,68.92
450,Jul,90.74,66.71,4.58,7.76,59.95
450,Aug,90.55,67.76,8.63,8.81,64.68
450,Sep,90.56,69.18,6.56,10.22,62.2
450,Oct,92.29,69.6,9.34,10.65,66.58
450,Nov,92.86,70.47,20.01,11.51,79.72
450,Dec,93.46,70.4,12.78,11.45,71.41
451,Jan,85.8,71.82,28.91,2.52,86.18
451,Feb,85.7,73.81,17.96,4.51,72.97
451,Mar,87.37,73.98,10.59,4.69,65.13
451,Apr,87.41,75.18,18.49,5.89,74.64
451,May,89.88,76.61,8.8,7.31,64.49
451,Jun,90.42,77.95,12.09,8.66,68.77
451,Jul,91.61,78.58,5.47,9.29,61.53
451,Aug,93.35,79.54,8.45,10.25,66.15
451,Sep,92.85,80.25,7.8,10.95,65.08
451,Oct,92.41,81.26,13.67,11.97,71.85
451,Nov,92.86,81.02,10.73,11.73,68.59
451,Dec,91.38,80.42,2.06,11.13,57.3
452,Jan,73.33,59.62,11.52,1.81,57.82
452,Feb,72.73,59.7,5.48,1.89,50.22
452,Mar,73.2,59.36,3.66,1.55,48.31
452,Apr,74.25,59.85,5.33,2.03,50.95
452,May,75.03,60.44,2.11,2.62,47.55
452,Jun,75.9,60.6,13.78,2.79,62.08
452,Jul,76.57,61.29,20.13,3.48,70.1
452,Aug,76.3,60.02,1.44,2.21,47.51
452,Sep,75.3,59.85,2.2,2.04,47.82
452,Oct,76.59,59.22,5.68,1.41,52.77
452,Nov,77.36,59.66,5.78,1.84,53.36
452,Dec,77.63,59.73,0.55,1.91,47.24
453,Jan,87.32,64.48,9.87,-0.75,64.24
453,Feb,86.27,64.97,12.25,-0.25,66.46
453,Mar,87.24,62.86,2.35,-2.37,55.16
453,Apr,87.73,62.98,3.17,-2.25,56.44
453,May,89.12,62.58,4.9,-2.64,59.36
453,Jun,89.14,62.36,2.66,-2.87,56.68
453,Jul,88.95,61.75,6.52,-3.47,61.19
453,Aug,89.88,63.25,12.53,-1.97,68.96
453,Sep,91.23,63.02,10.89,-2.21,67.8
453,Oct,91.75,64.13,5.09,-1.1,61.16
453,Nov,92.71,65.72,6.97,0.49,63.99
453,Dec,92.51,66.77,18.41,1.54,77.59
454,Jan,75.48,65.52,0.39,0.59,45.76
454,Feb,77.03,64.81,14.77,-0.12,63.94
454,Mar,77.66,66.18,10.82,1.25,59.58
454,Apr,75.81,65.59,2.27,0.66,48.21
454,May,76.32,67.17,7.46,2.24,54.75
454,Jun,77.33,66.75,2.76,1.82,49.7
454,Jul,77.21,66.64,3.15,1.71,50.11
454,Aug,77.6,68.31,9.19,3.38,57.58
454,Sep,78.43,68.23,2.85,3.3,50.48
454,Oct,77.35,69.58,29.08,4.65,81.31
454,Nov,79.51,69.67,15.04,4.74,65.75
454,Dec,80.75,70.82,1.55,5.89,50.31
455,Jan,79.12,73.37,0.83,-0.32,48.46
455,Feb,79.93,72.27,6.88,-1.42,56.21
455,Mar,81.6,72.85,5.4,-0.83,55.44
455,Apr,82.29,73.38,15.92,-0.31,68.48
455,May,85.12,74.94,9.51,1.25,62.49
455,Jun,86.06,75.25,0.25,1.57,51.94
455,Jul,86.89,75.86,11.5,2.17,65.93
455,Aug,86.92,75.57,11.52,1.89,65.97
455,Sep,88.52,76.99,14.01,3.3,69.93
455,Oct,87.66,79.4,27.92,5.71,86.1
455,Nov,89.05,81.21,0.67,7.53,54.23
455,Dec,89.87,82.57,9.97,8.88,65.89
456,Jan,79.65,69.62,0.44,0.82,48.32
456,Feb,78.22,69.76,6.01,0.96,54.14
456,Mar,78.41,71.93,7.04,3.13,55.49
456,Apr,79.35,72.74,3.2,3.94,51.45
456,May,81.21,73.07,8.31,4.27,58.69
456,Jun,80.78,75.51,2.95,6.71,52.01
456,Jul,78.45,76.09,13.46,7.3,63.22
456,Aug,78.17,78.45,5.0,9.65,52.91
456,Sep,80.47,81.3,24.24,12.5,77.37
456,Oct,81.26,83.45,14.77,14.65,66.48
456,Nov,81.14,84.5,4.24,15.7,53.78
456,Dec,81.21,86.14,17.09,17.34,69.24
457,Jan,78.01,66.9,17.06,2.1,67.28
457,Feb,79.83,67.87,24.57,3.07,77.39
457,Mar,79.83,68.33,7.97,3.53,57.47
457,Apr,78.68,69.9,11.83,5.1,61.4
457,May,78.72,71.28,19.15,6.48,70.21
457,Jun,78.41,73.27,6.9,8.47,55.32
457,Jul,77.51,75.05,10.29,10.25,58.85
457,Aug,77.02,77.77,30.36,12.97,82.65
457,Sep,77.73,79.56,36.18,14.76,90.05
457,Oct,77.25,79.02,2.96,14.22,49.9
457,Nov,76.47,81.06,16.12,16.26,65.22
457,Dec,76.25,84.22,24.05,19.42,74.61
458,Jan,84.92,73.71,5.86,2.17,57.98
458,Feb,83.91,74.63,6.06,3.09,57.62
458,Mar,83.61,74.97,18.43,3.43,72.28
458,Apr,82.6,75.37,12.85,3.83,64.98
458,May,83.16,75.88,3.89,4.34,54.56
458,Jun,82.17,77.33,10.16,5.79,61.5
458,Jul,82.27,76.74,5.01,5.2,55.37
458,Aug,81.31,77.54,5.78,6.0,55.72
458,Sep,82.07,78.51,7.21,6.96,57.9
458,Oct,84.5,77.79,8.07,6.25,60.39
458,Nov,86.46,78.81,19.17,7.27,74.88
458,Dec,87.17,79.0,7.64,7.46,61.47
459,Jan,84.39,76.94,15.68,0.82,69.45
459,Feb,83.76,77.9,5.67,1.77,57.06
459,Mar,82.7,78.43,7.57,2.31,58.7
459,Apr,82.94,80.08,22.32,3.95,76.54
459,May,85.7,81.45,17.38,5.33,72.28
459,Jun,87.52,82.85,5.83,6.73,59.5
459,Jul,87.36,82.36,1.92,6.24,54.72
459,Aug,87.3,83.21,5.19,7.09,58.6
459,Sep,86.93,83.2,7.35,7.07,60.98
459,Oct,87.38,83.46,9.35,7.34,63.65
459,Nov,88.57,84.6,12.36,8.48,67.98
459,Dec,89.32,87.52,16.29,11.4,73.14
460,Jan,64.47,68.6,10.75,-0.86,51.58
460,Feb,64.79,69.24,6.08,-0.23,46.17
460,Mar,65.74,69.56,7.14,0.1,48.02
460,Apr,66.63,69.44,10.39,-0.02,52.44
460,May,66.27,70.41,2.18,0.95,42.37
460,Jun,67.95,71.67,2.83,2.2,44.16
460,Jul,67.26,71.99,10.06,2.53,52.42
460,Aug,66.84,71.61,9.52,2.15,51.53
460,Sep,67.07,71.27,9.02,1.8,51.07
460,Oct,68.75,71.3,18.34,1.83,63.26
460,Nov,68.46,73.52,25.1,4.06,71.19
460,Dec,67.81,74.58,4.65,5.12,46.27
461,Jan,86.56,65.71,12.99,0.63,67.53
461,Feb,87.22,66.23,1.24,1.15,53.82
461,Mar,87.43,66.61,7.82,1.53,61.85
461,Apr,88.13,66.86,4.05,1.78,57.74
461,May,88.25,66.53,4.65,1.45,58.53
461,Jun,86.44,67.55,12.26,2.47,66.57
461,Jul,88.84,66.93,6.64,1.84,61.27
461,Aug,89.69,65.6,8.92,0.52,64.52
461,Sep,89.99,65.28,11.3,0.2,67.56
461,Oct,89.64,64.88,11.63,-0.2,67.74
461,Nov,88.55,67.2,16.35,2.12,72.75
461,Dec,89.58,66.95,3.64,1.87,58.11
462,Jan,66.64,56.55,16.03,2.04,59.22
462,Feb,66.9,57.19,6.96,2.68,48.49
462,Mar,68.35,58.58,5.62,4.08,47.75
462,Apr,69.37,59.03,2.06,4.52,44.09
462,May,71.04,58.17,2.78,3.67,45.96
462,Jun,71.43,58.47,4.52,3.97,48.29
462,Jul,71.44,58.16,7.4,3.66,51.74
462,Aug,70.41,59.02,4.26,4.51,47.36
462,Sep,71.69,59.37,0.86,4.86,44.05
462,Oct,70.45,58.27,8.62,3.76,52.62
462,Nov,70.67,58.95,16.13,4.45,61.76
462,Dec,71.0,60.27,6.02,5.77,49.82
463,Jan,84.21,56.85,13.96,0.37,67.28
463,Feb,84.7,56.99,16.46,0.51,70.57
463,Mar,86.0,57.59,20.76,1.11,76.52
463,Apr,85.79,58.15,2.96,1.67,55.02
463,May,87.13,60.41,13.37,3.93,68.32
463,Jun,88.49,62.27,20.45,5.8,77.64
463,Jul,88.96,62.07,2.61,5.59,56.5
463,Aug,90.24,62.27,3.83,5.79,58.74
463,Sep,90.98,62.87,5.23,6.39,60.86
463,Oct,89.91,62.66,14.06,6.18,70.82
463,Nov,89.31,63.23,4.03,6.75,58.43
463,Dec,90.49,63.83,11.19,7.35,67.72
464,Jan,86.5,67.21,46.55,4.65,100.0
464,Feb,85.66,67.34,3.02,4.78,55.02
464,Mar,85.81,67.01,3.69,4.45,55.91
464,Apr,86.13,68.43,4.39,5.88,56.94
464,May,86.35,71.57,45.42,9.01,100.0
464,Jun,86.45,73.5,5.1,10.94,57.99
464,Jul,87.97,74.2,24.38,11.64,82.04
464,Aug,88.54,75.56,7.23,13.0,61.8
464,Sep,87.57,75.95,9.05,13.39,63.4
464,Oct,88.43,75.24,9.69,12.68,64.68
464,Nov,86.71,74.99,14.54,12.43,69.47
464,Dec,87.72,77.76,18.3,15.2,74.6
465,Jan,71.52,59.31,1.84,-0.82,45.12
465,Feb,72.17,58.61,2.89,-1.51,46.77
465,Mar,72.39,59.04,21.21,-1.08,68.88
465,Apr,72.26,58.54,3.66,-1.58,47.75
465,May,72.48,57.49,11.49,-2.64,57.28
465,Jun,73.15,58.8,11.13,-1.32,57.25
465,Jul,73.69,57.84,3.57,-2.28,48.5
465,Aug,74.14,58.58,6.21,-1.54,51.94
465,Sep,75.59,59.05,10.93,-1.07,58.47
465,Oct,77.5,59.54,12.49,-0.58,61.49
465,Nov,78.01,58.0,2.38,-2.13,49.66
465,Dec,77.84,60.05,11.48,-0.07,60.48
466,Jan,75.02,62.19,7.53,-1.32,54.04
466,Feb,75.87,64.55,18.88,1.05,68.18
466,Mar,76.92,64.9,11.61,1.4,60.09
466,Apr,79.04,66.66,22.15,3.15,74.0
466,May,79.73,67.5,13.5,3.99,64.04
466,Jun,80.11,67.41,13.71,3.91,64.52
466,Jul,79.5,70.25,20.16,6.74,71.9
466,Aug,80.53,71.05,13.13,7.55,64.07
466,Sep,81.73,72.7,27.59,9.19,82.14
466,Oct,81.12,73.03,2.25,9.52,51.37
466,Nov,80.87,73.66,2.01,10.16,50.93
466,Dec,81.43,74.93,3.49,11.43,53.04
467,Jan,71.39,66.3,7.21,0.85,51.48
467,Feb,71.02,65.75,10.41,0.3,55.1
467,Mar,71.09,65.23,2.25,-0.23,45.35
467,Apr,71.55,67.37,8.48,1.92,53.1
467,May,71.17,67.83,6.16,2.38,50.1
467,Jun,71.47,67.69,9.99,2.23,54.86
467,Jul,71.39,68.82,9.79,3.36,54.58
467,Aug,70.14,69.78,3.78,4.33,46.62
467,Sep,69.57,69.82,5.88,4.37,48.8
467,Oct,69.29,69.8,11.36,4.35,55.21
467,Nov,69.33,70.92,4.77,5.46,47.32
467,Dec,70.88,73.49,23.29,8.04,70.48
468,Jan,75.8,73.28,49.41,4.05,100.0
468,Feb,75.22,73.94,2.73,4.7,48.41
468,Mar,77.33,75.37,0.75,6.13,47.3
468,Apr,75.76,76.05,2.54,6.81,48.51
468,May,77.27,76.96,6.06,7.72,53.63
468,Jun,79.93,77.13,12.23,7.89,62.63
468,Jul,79.04,77.83,5.61,8.59,54.16
468,Aug,80.16,77.64,7.23,8.4,56.77
468,Sep,80.4,76.48,3.06,7.24,51.91
468,Oct,81.26,76.5,7.46,7.26,57.71
468,Nov,80.9,78.1,7.75,8.86,57.84
468,Dec,81.5,78.71,4.06,9.47,53.78
469,Jan,76.3,63.76,11.44,-0.68,59.51
469,Feb,75.99,65.5,18.99,1.06,68.37
469,Mar,75.18,65.36,5.36,0.92,51.54
469,Apr,75.51,66.23,19.01,1.79,68.12
469,May,77.46,67.99,5.33,3.55,52.87
469,Jun,77.56,70.01,9.13,5.57,57.5
469,Jul,79.24,71.48,8.91,7.04,58.24
469,Aug,80.43,71.31,3.55,6.88,52.51
469,Sep,79.53,73.77,14.82,9.33,65.5
469,Oct,81.51,74.67,2.33,10.23,51.7
469,Nov,82.26,74.66,8.07,10.23,59.04
469,Dec,82.41,75.63,9.23,11.19,60.52
470,Jan,83.94,70.51,36.69,1.62,94.4
470,Feb,84.85,71.42,12.59,2.53,66.03
470,Mar,83.89,70.73,4.98,1.84,56.31
470,Apr,83.36,71.41,11.15,2.52,63.39
470,May,85.71,71.6,3.61,2.71,55.76
470,Jun,86.97,71.55,12.53,2.66,67.22
470,Jul,88.68,72.34,6.05,3.45,60.47
470,Aug,88.11,72.6,4.37,3.7,58.11
470,Sep,89.16,73.87,13.67,4.98,69.9
470,Oct,91.38,74.3,13.89,5.41,71.49
470,Nov,91.48,74.7,12.69,5.81,70.12
470,Dec,91.97,76.57,8.07,7.68,64.86
471,Jan,86.16,66.38,12.32,0.87,66.49
471,Feb,87.49,65.39,3.16,-0.13,56.29
471,Mar,88.52,66.02,11.95,0.5,67.45
471,Apr,89.76,66.86,12.48,1.35,68.83
471,May,90.1,68.44,8.61,2.93,64.39
471,Jun,90.09,69.53,15.07,4.02,72.14
471,Jul,89.23,68.71,3.93,3.19,58.25
471,Aug,88.79,70.15,5.93,4.64,60.39
471,Sep,89.65,69.33,3.49,3.81,57.98
471,Oct,88.78,70.44,4.9,4.92,59.15
471,Nov,86.95,70.62,10.97,5.1,65.33
471,Dec,87.21,72.38,24.34,6.86,81.53
472,Jan,86.66,48.75,1.61,-0.45,53.92
472,Feb,87.7,49.86,3.4,0.67,56.71
472,Mar,84.93,50.54,12.46,1.34,65.91
472,Apr,84.46,49.8,5.26,0.61,56.99
472,May,84.5,49.89,3.67,0.7,55.1
472,Jun,85.0,50.08,7.65,0.88,60.18
472,Jul,84.27,49.62,1.76,0.42,52.67
472,Aug,83.16,50.45,4.41,1.25,55.19
472,Sep,82.86,52.79,10.52,3.6,62.33
472,Oct,82.51,54.03,3.87,4.83,54.15
472,Nov,82.28,53.81,3.92,4.61,54.07
472,Dec,80.78,56.82,17.71,7.63,69.72
473,Jan,74.52,57.25,7.01,-0.23,53.13
473,Feb,74.99,58.17,3.57,0.68,49.28
473,Mar,75.94,59.06,18.73,1.58,68.04
473,Apr,74.99,59.61,18.91,2.12,67.69
473,May,74.35,60.55,4.35,3.07,49.83
473,Jun,75.84,61.58,26.13,4.1,76.86
473,Jul,75.09,60.56,9.69,3.08,56.69
473,Aug,75.7,61.59,10.53,4.11,58.05
473,Sep,75.2,62.44,5.24,4.96,51.41
473,Oct,76.29,62.76,7.73,5.28,55.05
473,Nov,76.73,63.45,7.63,5.97,55.19
473,Dec,76.29,64.55,18.61,7.07,68.11
474,Jan,75.49,64.74,2.99,0.89,48.88
474,Feb,75.76,65.85,17.7,2.0,66.7
474,Mar,76.23,66.19,5.14,2.34,51.9
474,Apr,76.45,66.49,7.1,2.64,54.39
474,May,75.34,65.87,6.13,2.02,52.56
474,Jun,74.52,66.6,1.74,2.76,46.81
474,Jul,75.41,67.1,2.52,3.26,48.27
474,Aug,77.32,69.0,13.26,5.15,62.3
474,Sep,76.73,70.69,7.87,6.85,55.48
474,Oct,76.67,70.66,7.22,6.81,54.67
474,Nov,76.7,70.64,7.98,6.79,55.59
474,Dec,75.61,71.06,11.46,7.21,59.12
475,Jan,65.93,54.88,18.73,-0.44,62.04
475,Feb,67.67,54.09,4.07,-1.23,45.48
475,Mar,66.06,53.57,16.37,-1.75,59.28
475,Apr,67.09,55.06,17.71,-0.26,61.51
475,May,67.84,54.42,4.58,-0.9,46.2
475,Jun,68.1,54.25,9.13,-1.07,51.82
475,Jul,67.21,53.68,7.88,-1.65,49.79
475,Aug,67.93,54.49,3.23,-0.83,44.64
475,Sep,68.28,55.25,9.4,-0.08,52.25
475,Oct,69.16,57.12,14.72,1.8,59.16
475,Nov,69.64,57.41,10.78,2.09,54.72
475,Dec,68.55,59.07,14.84,3.75,58.94
476,Jan,73.3,68.65,5.93,-1.15,51.1
476,Feb,72.1,68.65,4.94,-1.15,49.19
476,Mar,72.76,69.54,22.8,-0.26,71.02
476,Apr,73.26,71.04,15.07,1.24,62.05
476,May,74.13,72.26,17.58,2.46,65.57
476,Jun,74.85,73.14,9.84,3.34,56.72
476,Jul,74.99,73.94,15.1,4.15,63.12
476,Aug,72.83,73.84,5.92,4.04,50.79
476,Sep,72.78,74.1,10.0,4.3,55.67
476,Oct,72.86,73.27,3.99,3.47,48.5
476,Nov,73.72,73.97,2.81,4.17,47.6
476,Dec,73.47,74.77,15.83,4.97,63.08
477,Jan,85.51,77.79,11.0,0.55,64.51
477,Feb,85.8,78.36,17.83,1.12,72.87
477,Mar,87.14,77.8,1.33,0.56,53.89
477,Apr,86.65,77.58,8.62,0.33,62.33
477,May,87.48,77.43,3.86,0.18,57.12
477,Jun,89.23,77.86,8.3,0.62,63.5
477,Jul,90.15,78.03,1.84,0.79,56.3
477,Aug,89.3,78.31,10.02,1.06,65.6
477,Sep,89.59,80.01,15.85,2.76,72.78
477,Oct,88.1,80.65,3.2,3.41,56.7
477,Nov,87.49,80.76,2.52,3.52,55.51
477,Dec,88.27,80.06,5.37,2.81,59.41
478,Jan,90.84,75.98,24.17,1.23,83.51
478,Feb,92.44,76.79,1.79,2.04,57.62
478,Mar,92.84,78.65,10.33,3.9,68.1
478,Apr,93.44,79.47,12.46,4.72,71.01
478,May,94.69,80.86,15.09,6.11,74.93
478,Jun,94.68,81.95,9.03,7.2,67.65
478,Jul,94.27,80.92,3.37,6.17,60.6
478,Aug,97.25,81.31,14.08,6.56,75.25
478,Sep,99.05,81.97,4.07,7.22,64.31
478,Oct,98.57,82.98,8.16,8.23,68.94
478,Nov,100.0,84.26,14.45,9.51,77.34
478,Dec,100.0,87.21,48.98,12.46,100.0
479,Jan,70.54,63.88,15.61,0.59,61.05
479,Feb,70.37,63.37,4.27,0.08,47.34
479,Mar,71.76,63.99,8.16,0.7,52.84
479,Apr,73.97,65.65,19.8,2.35,68.14
479,May,76.26,65.58,8.02,2.29,55.38
479,Jun,76.03,65.11,1.47,1.82,47.39
479,Jul,74.72,65.3,2.75,2.01,48.12
479,Aug,74.77,65.77,3.96,2.48,49.61
479,Sep,74.56,66.81,7.98,3.51,54.31
479,Oct,75.76,66.46,1.7,3.17,47.49
479,Nov,76.04,68.27,13.86,4.98,62.25
479,Dec,77.45,69.61,5.88,6.32,53.52
480,Jan,75.42,77.16,6.15,0.23,52.63
480,Feb,75.11,77.04,5.4,0.12,51.55
480,Mar,76.08,77.12,19.21,0.19,68.7
480,Apr,76.48,76.8,6.01,-0.13,53.11
480,May,76.98,77.31,3.13,0.38,49.94
480,Jun,77.78,78.26,9.58,1.33,58.17
480,Jul,77.14,77.56,6.79,0.63,54.44
480,Aug,76.63,76.63,2.86,-0.3,49.41
480,Sep,76.57,79.12,17.03,2.2,66.38
480,Oct,79.05,79.84,1.42,2.92,49.14
480,Nov,78.41,79.33,9.06,2.4,57.91
480,Dec,80.62,82.37,38.78,5.44,94.91
481,Jan,77.91,67.99,2.85,1.8,50.16
481,Feb,77.28,68.16,13.61,1.97,62.7
481,Mar,78.33,69.17,6.75,2.98,55.1
481,Apr,79.0,69.94,11.1,3.75,60.72
481,May,78.38,71.6,17.67,5.41,68.23
481,Jun,80.08,70.91,6.32,4.73,55.64
481,Jul,79.89,71.59,3.63,5.4,52.28
481,Aug,80.75,73.71,9.86,7.52,60.28
481,Sep,81.39,74.77,12.2,8.58,63.47
481,Oct,82.89,76.64,25.73,10.46,80.62
481,Nov,83.71,76.35,12.31,10.16,65.0
481,Dec,84.62,77.37,1.51,11.18,52.58
482,Jan,80.85,63.37,12.27,1.06,63.24
482,Feb,80.94,64.04,6.58,1.74,56.46
482,Mar,81.89,66.07,19.15,3.76,72.11
482,Apr,82.79,66.93,4.9,4.63,55.55
482,May,83.92,66.08,4.67,3.78,55.96
482,Jun,83.49,66.27,4.76,3.97,55.81
482,Jul,84.97,66.53,24.73,4.23,80.65
482,Aug,86.0,66.93,5.38,4.63,58.06
482,Sep,87.89,67.79,12.18,5.49,67.36
482,Oct,87.39,68.58,2.77,6.27,55.75
482,Nov,86.87,67.51,6.89,5.21,60.39
482,Dec,87.09,67.46,11.89,5.15,66.52
483,Jan,72.64,60.19,2.51,0.1,46.6
483,Feb,72.83,61.72,8.57,1.62,53.98
483,Mar,73.62,63.6,25.3,3.51,74.53
483,Apr,75.44,64.09,4.8,4.0,51.03
483,May,74.96,64.02,18.98,3.93,67.75
483,Jun,76.22,63.02,3.02,2.92,49.36
483,Jul,77.28,61.41,2.0,1.32,48.77
483,Aug,79.42,61.78,9.98,1.69,59.62
483,Sep,82.41,61.49,7.28,1.4,58.18
483,Oct,83.21,61.13,1.94,1.04,52.25
483,Nov,84.03,61.05,1.65,0.96,52.4
483,Dec,85.2,61.46,2.21,1.37,53.77
484,Jan,80.76,63.91,16.31,1.33,68.03
484,Feb,81.0,64.91,7.07,2.33,57.08
484,Mar,81.52,65.46,8.45,2.88,59.04
484,Apr,81.28,66.26,6.89,3.68,57.03
484,May,79.87,67.43,1.44,4.85,49.65
484,Jun,80.69,67.81,6.82,5.23,56.6
484,Jul,80.57,69.02,8.88,6.44,59.0
484,Aug,80.92,69.51,16.21,6.93,68.0
484,Sep,81.34,70.46,7.3,7.88,57.56
484,Oct,83.27,71.38,15.31,8.8,68.34
484,Nov,84.13,72.16,16.92,9.58,70.78
484,Dec,84.91,72.9,5.12,10.32,57.09
485,Jan,74.83,64.09,40.63,2.2,93.65
485,Feb,74.54,64.4,7.56,2.5,53.8
485,Mar,75.27,64.62,17.16,2.73,65.76
485,Apr,74.67,64.46,7.11,2.56,53.33
485,May,76.46,64.69,18.36,2.79,67.92
485,Jun,76.86,64.22,10.21,2.33,58.37
485,Jul,77.45,66.38,36.86,4.48,90.7
485,Aug,76.89,67.67,17.09,5.78,66.64
485,Sep,79.32,68.46,15.4,6.57,66.07
485,Oct,81.23,69.79,5.62,7.89,55.49
485,Nov,80.83,70.2,4.65,8.31,54.07
485,Dec,80.1,69.54,4.03,7.65,52.9
486,Jan,76.86,66.16,5.98,-0.2,53.29
486,Feb,77.66,67.58,11.0,1.22,59.8
486,Mar,77.24,68.47,5.27,2.11,52.66
486,Apr,76.16,68.04,1.35,1.68,47.32
486,May,76.49,67.09,9.39,0.73,57.17
486,Jun,75.06,66.67,3.14,0.31,48.81
486,Jul,76.56,66.99,4.19,0.63,50.96
486,Aug,77.05,67.08,2.65,0.71,49.41
486,Sep,77.76,67.54,16.37,1.17,66.3
486,Oct,79.91,69.94,13.02,3.57,63.57
486,Nov,80.17,69.64,10.53,3.27,60.74
486,Dec,79.76,71.04,12.22,4.68,62.53
487,Jan,82.0,65.94,12.31,-0.34,63.97
487,Feb,82.92,67.1,11.01,0.81,62.97
487,Mar,82.03,68.07,14.26,1.78,66.33
487,Apr,82.52,68.18,5.96,1.89,56.66
487,May,82.81,68.87,21.59,2.59,75.6
487,Jun,81.83,70.37,17.6,4.08,70.22
487,Jul,83.48,71.4,8.98,5.12,60.87
487,Aug,83.32,70.34,9.35,4.05,61.21
487,Sep,86.41,70.37,10.37,4.08,64.29
487,Oct,86.55,71.42,8.02,5.13,61.56
487,Nov,86.12,72.12,4.28,5.83,56.8
487,Dec,85.99,70.79,3.53,4.5,55.83
488,Jan,78.48,64.93,2.94,-0.1,50.62
488,Feb,78.09,66.19,12.87,1.16,62.3
488,Mar,77.94,67.2,9.11,2.17,57.69
488,Apr,78.25,68.68,6.63,3.66,54.9
488,May,78.22,69.69,9.6,4.67,58.45
488,Jun,79.34,70.75,4.32,5.72,52.79
488,Jul,79.59,72.26,14.15,7.24,64.73
